Paragraph,Strict Score,Agressive Score,Difference
2.3.1.10,0.08199999999999999,0.067,0.014999999999999986
1.3.14.6,0.13,0.11599999999999999,0.014000000000000012
1.4.3.8,0.07100000000000001,0.057,0.014000000000000005
1.4.3.7,0.07100000000000001,0.057,0.014000000000000005
1.3.6.15,0.02,0.034,0.014000000000000002
1.3.6.14,0.02,0.034,0.014000000000000002
3.1.2.2,0.02,0.034,0.014000000000000002
3.1.1.13,0.046,0.032,0.013999999999999999
2.2.10.8,0.047,0.033,0.013999999999999999
2.2.10.9,0.047,0.033,0.013999999999999999
1.4.2.23,0.035,0.049,0.013999999999999999
2.1.5.7,0.05,0.064,0.013999999999999999
3.1.1.15,0.047,0.033,0.013999999999999999
2.2.10.4,0.047,0.033,0.013999999999999999
3.1.1.19,0.047,0.033,0.013999999999999999
1.3.13.11n25,0.026000000000000002,0.04,0.013999999999999999
1.3.14.14,0.114,0.1,0.013999999999999999
1.3.13.11,0.026000000000000002,0.04,0.013999999999999999
1.3.14.17n31,0.047,0.033,0.013999999999999999
1.3.12.9,0.001,0.015,0.013999999999999999
1.3.11.4,0.001,0.015,0.013999999999999999
1.4.2.42,0.078,0.064,0.013999999999999999
3.2.11.5,0.047,0.033,0.013999999999999999
1.3.11.5,0.001,0.015,0.013999999999999999
1.3.12.10,0.001,0.015,0.013999999999999999
2.2.1.5,0.047,0.033,0.013999999999999999
2.1.7.3,0.042,0.028999999999999998,0.013000000000000005
1.3.14.30,0.068,0.055,0.013000000000000005
0.3,0.042,0.028999999999999998,0.013000000000000005
2.1.3.1,0.068,0.055,0.013000000000000005
0.4,0.042,0.028999999999999998,0.013000000000000005
2.2.4.3,0.022,0.035,0.013000000000000005
2.1.3.4,0.068,0.055,0.013000000000000005
2.2.5.16,0.042,0.028999999999999998,0.013000000000000005
1.1.3.2,0.005,0.018000000000000002,0.013000000000000001
1.1.3.3,0.005,0.018000000000000002,0.013000000000000001
1.1.3.1n3,0.005,0.018000000000000002,0.013000000000000001
3.2.10.6,0.006,0.019,0.013
3.2.10.5,0.006,0.019,0.013
3.2.10.1,0.006,0.019,0.013
1.3.1.2,0.006,0.019,0.013
1.3.1.3,0.006,0.019,0.013
3.3.1.12,0.043,0.03,0.012999999999999998
3.3.1.13,0.043,0.03,0.012999999999999998
1.4.2.24,0.077,0.064,0.012999999999999998
1.4.5.31n49,0.046,0.033,0.012999999999999998
2.1.7.5,0.043,0.03,0.012999999999999998
2.1.9.2,0.045,0.032,0.012999999999999998
1.4.2.33,0.056,0.06899999999999999,0.01299999999999999
1.3.14.20,0.099,0.11100000000000003,0.012000000000000025
1.4.2.29,0.14,0.128,0.01200000000000001
1.3.14.7n29,0.07200000000000001,0.06,0.01200000000000001
1.3.2.12,0.038,0.05,0.012000000000000004
1.3.13.17n26,0.04,0.028,0.012
1.3.13.18,0.04,0.028,0.012
1.4.2.10,0.008,0.02,0.012
1.4.2.9n35,0.008,0.02,0.012
1.4.2.16,0.008,0.02,0.012
1.4.2.17,0.008,0.02,0.012
1.4.2.14,0.008,0.02,0.012
1.4.2.22n36,0.008,0.02,0.012
1.4.2.15,0.008,0.02,0.012
2.1.6.2,0.066,0.054000000000000006,0.011999999999999997
1.4.2.4,0.066,0.054000000000000006,0.011999999999999997
1.2.5.6,0.018000000000000002,0.03,0.011999999999999997
1.2.5.7,0.018000000000000002,0.03,0.011999999999999997
1.4.5.20n46,0.073,0.061,0.011999999999999997
2.3.10.8,0.040999999999999995,0.028999999999999998,0.011999999999999997
1.3.9.1,0.017,0.028999999999999998,0.011999999999999997
1.1.7.11,0.033,0.045,0.011999999999999997
2.2.6.1,0.091,0.079,0.011999999999999997
1.2.5.8,0.018000000000000002,0.03,0.011999999999999997
1.2.2.4,0.063,0.07400000000000001,0.01100000000000001
1.4.6.11,0.359,0.37,0.01100000000000001
1.4.6.12,0.359,0.37,0.01100000000000001
1.3.8.15,0.087,0.098,0.01100000000000001
1.3.13.15,0.031,0.042,0.011000000000000003
2.1.11.16,0.037000000000000005,0.026000000000000002,0.011000000000000003
3.2.1.12,0.037000000000000005,0.026000000000000002,0.011000000000000003
1.4.1.8,0.045,0.056,0.011000000000000003
2.2.3.8,0.008,0.019,0.011
1.4.4.11,0.013000000000000001,0.024,0.011
1.3.3.9,0.011,0.022,0.011
1.3.3.8,0.011,0.022,0.011
1.2.2.10,0.012,0.023,0.011
2.1.10.7,0.063,0.052000000000000005,0.010999999999999996
1.4.2.32,0.13699999999999998,0.126,0.010999999999999982
1.2.2.3,0.136,0.147,0.010999999999999982
1.2.5.21,0.127,0.13799999999999998,0.010999999999999982
3.2.7.7,0.035,0.025,0.010000000000000002
3.3.3.8,0.033,0.023,0.010000000000000002
0.6,0.035,0.025,0.010000000000000002
2.3.10.9,0.034,0.024,0.010000000000000002
1.2.3.2,0.017,0.027000000000000003,0.010000000000000002
Abs4,0.035,0.025,0.010000000000000002
1.1.7.16,0.032,0.042,0.010000000000000002
1.3.2.10,0.045,0.055,0.010000000000000002
2.2.9.12,0.0,0.01,0.01
1.3.9.2,0.0,0.01,0.01
2.2.8.13,0.0,0.01,0.01
2.2.8.5,0.0,0.01,0.01
2.2.8.6,0.0,0.01,0.01
2.2.9.13,0.0,0.01,0.01
2.2.8.12,0.0,0.01,0.01
2.2.8.11,0.0,0.01,0.01
1.3.11.8,0.001,0.011,0.009999999999999998
1.3.10.1,0.001,0.011,0.009999999999999998
1.2.5.2,0.001,0.011,0.009999999999999998
3.1.1.27,0.001,0.011,0.009999999999999998
1.4.7.11,0.065,0.075,0.009999999999999995
1.4.2.48,0.096,0.106,0.009999999999999995
2.2.2.14,0.10099999999999999,0.11,0.009000000000000008
1.1.3.4,0.276,0.267,0.009000000000000008
1.4.1.12,0.133,0.14200000000000002,0.009000000000000008
3.3.4.2,0.003,0.012,0.009000000000000001
3.2.1.7,0.033,0.024,0.009000000000000001
2.1.10.1,0.031,0.022,0.009000000000000001
1.4.4.14,0.055,0.046,0.009000000000000001
2.1.9.4,0.003,0.012,0.009000000000000001
2.1.9.3,0.003,0.012,0.009000000000000001
1.4.4.12,0.055,0.046,0.009000000000000001
1.1.7.10,0.044,0.053,0.009000000000000001
3.2.6.2,0.031,0.022,0.009000000000000001
2.3.2.1,0.031,0.022,0.009000000000000001
3.1.2.1,0.003,0.012,0.009000000000000001
3.3.2.2,0.031,0.022,0.009000000000000001
2.1.5.9,0.032,0.023,0.009000000000000001
2.1.5.10,0.032,0.023,0.009000000000000001
1.2.4.31,0.031,0.022,0.009000000000000001
3.2.1.9,0.033,0.024,0.009000000000000001
3.3.4.2n88,0.003,0.012,0.009000000000000001
3.2.1.8,0.033,0.024,0.009000000000000001
3.3.4.3,0.003,0.012,0.009000000000000001
3.2.6.1,0.031,0.022,0.009000000000000001
3.2.2.21,0.03,0.021,0.008999999999999998
3.3.3.1,0.028999999999999998,0.02,0.008999999999999998
2.1.12.3,0.03,0.021,0.008999999999999998
3.3.3.2,0.028999999999999998,0.02,0.008999999999999998
2.1.12.4,0.03,0.021,0.008999999999999998
2.1.12.5,0.03,0.021,0.008999999999999998
3.2.2.9,0.03,0.021,0.008999999999999998
2.1.8.3,0.03,0.021,0.008999999999999998
3.3.1.31,0.028999999999999998,0.02,0.008999999999999998
3.3.1.23,0.028999999999999998,0.02,0.008999999999999998
3.2.2.8,0.03,0.021,0.008999999999999998
1.4.7.15,0.03,0.021,0.008999999999999998
3.3.1.22,0.028999999999999998,0.02,0.008999999999999998
3.2.2.10,0.03,0.021,0.008999999999999998
3.3.1.30,0.028999999999999998,0.02,0.008999999999999998
1.4.5.16,0.042,0.051,0.008999999999999994
1.2.2.2n6,0.042,0.051,0.008999999999999994
1.2.2.3n7,0.042,0.051,0.008999999999999994
1.4.5.17,0.042,0.051,0.008999999999999994
1.3.5.2,0.103,0.11100000000000003,0.008000000000000035
2.1.4.4,0.06999999999999999,0.078,0.008000000000000007
2.1.7.8,0.094,0.086,0.008000000000000007
3.2.10.3,0.027000000000000003,0.019,0.008000000000000004
2.1.11.9n59,0.027000000000000003,0.019,0.008000000000000004
3.2.1.11,0.027000000000000003,0.019,0.008000000000000004
2.1.11.17,0.028,0.02,0.008
2.1.11.18,0.028,0.02,0.008
2.1.4.2,0.028,0.02,0.008
1.2.3.15,0.018000000000000002,0.026000000000000002,0.008
1.4.4.8,0.023,0.031,0.008
Abs9,0.028,0.02,0.008
2.2.2.24,0.004,0.012,0.008
2.2.2.6,0.004,0.012,0.008
2.2.2.23,0.004,0.012,0.008
1.3.14.17,0.047,0.055,0.008
2.2.2.22,0.004,0.012,0.008
1.4.4.7,0.023,0.031,0.008
2.1.8.7,0.026000000000000002,0.018000000000000002,0.008
3.2.11.3,0.006,0.014,0.008
3.2.11.2,0.006,0.014,0.008
2.2.2.7,0.004,0.012,0.008
2.3.2.3,0.028,0.02,0.008
2.1.6.1,0.028999999999999998,0.021,0.007999999999999997
1.4.2.22,0.021,0.028999999999999998,0.007999999999999997
2.2.4.4,0.043,0.05,0.007000000000000006
1.2.5.18,0.001,0.008,0.007
1.2.5.17,0.001,0.008,0.007
1.2.5.16,0.001,0.008,0.007
2.2.4.5,0.024,0.017,0.006999999999999999
1.2.4.16,0.0,0.006999999999999999,0.006999999999999999
1.2.4.15,0.0,0.006999999999999999,0.006999999999999999
2.2.2.10,0.025,0.032,0.006999999999999999
2.2.2.11,0.025,0.032,0.006999999999999999
2.2.9.10,0.0,0.006999999999999999,0.006999999999999999
3.2.2.13,0.023,0.016,0.006999999999999999
3.2.2.23,0.023,0.016,0.006999999999999999
3.2.1.1,0.024,0.017,0.006999999999999999
3.2.2.12,0.023,0.016,0.006999999999999999
3.3.1.27,0.022,0.015,0.006999999999999999
3.2.2.14,0.023,0.016,0.006999999999999999
2.3.3.2,0.025,0.018000000000000002,0.006999999999999999
3.3.1.25,0.022,0.015,0.006999999999999999
2.3.3.1,0.025,0.018000000000000002,0.006999999999999999
1.2.3.8,0.033,0.04,0.006999999999999999
3.2.1.3,0.024,0.017,0.006999999999999999
2.2.9.9,0.0,0.006999999999999999,0.006999999999999999
3.2.2.25,0.023,0.016,0.006999999999999999
2.1.11.15,0.023,0.016,0.006999999999999999
1.4.2.37n40,0.024,0.017,0.006999999999999999
1.3.9.15,0.056,0.049,0.006999999999999999
2.1.9.6,0.022,0.015,0.006999999999999999
2.1.9.7,0.022,0.015,0.006999999999999999
1.3.9.8,0.0,0.006999999999999999,0.006999999999999999
1.3.9.7,0.0,0.006999999999999999,0.006999999999999999
1.3.13.16,0.009000000000000001,0.016,0.006999999999999999
3.2.2.26,0.023,0.016,0.006999999999999999
1.4.5.30n48,0.025,0.018000000000000002,0.006999999999999999
1.4.5.29,0.025,0.018000000000000002,0.006999999999999999
2.1.11.14,0.023,0.016,0.006999999999999999
1.2.6.7,0.040999999999999995,0.034,0.006999999999999992
1.2.6.6n13,0.040999999999999995,0.034,0.006999999999999992
1.2.6.6,0.040999999999999995,0.034,0.006999999999999992
App.2,0.073,0.066,0.006999999999999992
1.4.2.57,0.127,0.133,0.006000000000000005
1.4.2.38,0.277,0.28300000000000003,0.006000000000000005
1.3.8.17,0.047,0.040999999999999995,0.006000000000000005
2.3.2.8,0.021,0.015,0.006000000000000002
3.2.8.9,0.021,0.015,0.006000000000000002
2.3.6.9,0.021,0.015,0.006000000000000002
2.3.6.10,0.021,0.015,0.006000000000000002
2.3.7.2,0.021,0.015,0.006000000000000002
Abs2,0.021,0.015,0.006000000000000002
3.2.9.3,0.021,0.015,0.006000000000000002
3.2.9.2,0.021,0.015,0.006000000000000002
Abs1,0.021,0.015,0.006000000000000002
3.2.7.8,0.021,0.015,0.006000000000000002
2.3.6.7,0.021,0.015,0.006000000000000002
Abs3,0.021,0.015,0.006000000000000002
3.2.8.5,0.021,0.015,0.006000000000000002
3.2.8.4,0.021,0.015,0.006000000000000002
3.2.8.2,0.021,0.015,0.006000000000000002
3.2.8.1,0.021,0.015,0.006000000000000002
Abs30,0.021,0.015,0.006000000000000002
2.3.6.8,0.021,0.015,0.006000000000000002
1.2.5.4,0.015,0.021,0.006000000000000002
2.2.2.18,0.018000000000000002,0.012,0.006000000000000002
3.3.6.1,0.021,0.015,0.006000000000000002
3.3.6.2,0.021,0.015,0.006000000000000002
2.2.2.4,0.004,0.01,0.006
2.2.2.3,0.004,0.01,0.006
3.1.1.8,0.02,0.014,0.006
1.4.2.51,0.014,0.02,0.006
3.1.1.4,0.02,0.014,0.006
2.2.2.2,0.004,0.01,0.006
1.2.4.1,0.001,0.006999999999999999,0.005999999999999999
3.3.3.4,0.019,0.013000000000000001,0.005999999999999998
2.2.3.2,0.022,0.016,0.005999999999999998
3.3.3.7,0.019,0.013000000000000001,0.005999999999999998
3.3.3.6,0.019,0.013000000000000001,0.005999999999999998
3.3.3.5,0.019,0.013000000000000001,0.005999999999999998
2.2.3.3,0.022,0.016,0.005999999999999998
1.4.2.41,0.013000000000000001,0.019,0.005999999999999998
1.4.2.5,0.045,0.039,0.005999999999999998
2.3.1.9,0.022,0.016,0.005999999999999998
2.3.10.2,0.019,0.013000000000000001,0.005999999999999998
2.3.10.1,0.019,0.013000000000000001,0.005999999999999998
3.3.3.3,0.019,0.013000000000000001,0.005999999999999998
3.1.2.4,0.112,0.118,0.0059999999999999915
1.4.3.1,0.12,0.114,0.0059999999999999915
1.4.2.40,0.34700000000000003,0.342,0.0050000000000000044
2.2.2.1,0.067,0.062,0.0050000000000000044
3.3.1.7,0.037000000000000005,0.032,0.0050000000000000044
3.3.1.4,0.037000000000000005,0.032,0.0050000000000000044
3.3.1.5,0.037000000000000005,0.032,0.0050000000000000044
3.3.1.6,0.037000000000000005,0.032,0.0050000000000000044
1.3.14.5,0.032,0.037000000000000005,0.0050000000000000044
1.3.14.5n28,0.032,0.037000000000000005,0.0050000000000000044
2.1.10.6,0.017,0.012,0.005000000000000001
3.3.2.17,0.017,0.012,0.005000000000000001
1.3.10.12,0.016,0.011,0.005000000000000001
2.1.6.10,0.018000000000000002,0.013000000000000001,0.005000000000000001
3.3.2.17n87,0.017,0.012,0.005000000000000001
3.3.1.10,0.018000000000000002,0.013000000000000001,0.005000000000000001
2.1.10.11,0.016,0.011,0.005000000000000001
3.3.1.9,0.018000000000000002,0.013000000000000001,0.005000000000000001
3.3.1.8,0.018000000000000002,0.013000000000000001,0.005000000000000001
3.3.1.8n83,0.018000000000000002,0.013000000000000001,0.005000000000000001
1.4.5.28,0.017,0.012,0.005000000000000001
2.2.3.7,0.008,0.013000000000000001,0.005000000000000001
2.2.4.8,0.017,0.012,0.005000000000000001
2.2.3.6,0.008,0.013000000000000001,0.005000000000000001
2.2.4.6,0.017,0.012,0.005000000000000001
3.2.1.13,0.016,0.011,0.005000000000000001
3.3.4.1,0.017,0.012,0.005000000000000001
3.2.1.14,0.016,0.011,0.005000000000000001
3.2.1.15,0.016,0.011,0.005000000000000001
2.2.4.1,0.003,0.008,0.005
1.2.4.27,0.01,0.015,0.004999999999999999
1.3.16.6,0.006,0.011,0.004999999999999999
2.1.10.8,0.01,0.015,0.004999999999999999
1.3.16.5,0.006,0.011,0.004999999999999999
1.3.16.4,0.006,0.011,0.004999999999999999
1.2.4.28,0.01,0.015,0.004999999999999999
2.2.6.5,0.019,0.014,0.004999999999999999
2.2.9.8,0.01,0.015,0.004999999999999999
1.2.5.27,0.035,0.04,0.0049999999999999975
1.4.5.13,0.017,0.022,0.0049999999999999975
1.4.2.37,0.118,0.113,0.0049999999999999906
1.2.1.3,0.08199999999999999,0.077,0.0049999999999999906
2.1.5.5,0.21100000000000002,0.207,0.004000000000000031
1.4.3.4,0.08499999999999999,0.08900000000000001,0.004000000000000017
1.4.7.12,0.086,0.09,0.0040000000000000036
2.1.5.4,0.086,0.09,0.0040000000000000036
1.3.6.16,0.114,0.11,0.0040000000000000036
2.1.10.9,0.037000000000000005,0.033,0.0040000000000000036
1.3.6.12,0.118,0.122,0.0040000000000000036
3.2.11.4,0.047,0.043,0.0040000000000000036
2.2.12.6,0.005,0.009000000000000001,0.004000000000000001
2.2.12.5,0.005,0.009000000000000001,0.004000000000000001
2.2.12.7,0.005,0.009000000000000001,0.004000000000000001
2.2.12.8,0.005,0.009000000000000001,0.004000000000000001
2.2.12.4,0.005,0.009000000000000001,0.004000000000000001
2.3.1.5,0.008,0.012,0.004
2.2.6.6,0.014,0.01,0.004
3.3.6.5,0.014,0.01,0.004
2.3.10.10,0.014,0.01,0.004
2.3.10.7,0.015,0.011,0.004
2.3.10.6,0.015,0.011,0.004
2.1.11.12,0.014,0.01,0.004
2.3.1.6,0.008,0.012,0.004
3.3.6.4,0.014,0.01,0.004
2.3.1.7,0.008,0.012,0.004
3.2.2.1,0.014,0.01,0.004
3.2.2.2,0.014,0.01,0.004
3.2.5.3,0.014,0.01,0.004
3.2.5.4,0.014,0.01,0.004
3.2.5.4n77,0.014,0.01,0.004
3.2.7.5,0.014,0.01,0.004
3.3.1.18,0.011,0.006999999999999999,0.004
2.3.9.14,0.014,0.01,0.004
2.1.11.13,0.014,0.01,0.004
3.2.7.6,0.014,0.01,0.004
2.1.1.1n54,0.014,0.01,0.004
2.3.10.11,0.014,0.01,0.004
2.2.3.9,0.008,0.012,0.004
3.3.1.19,0.011,0.006999999999999999,0.004
3.1.1.3,0.012,0.008,0.004
3.1.1.10,0.012,0.008,0.004
3.3.1.20,0.011,0.006999999999999999,0.004
1.2.4.18,0.014,0.01,0.004
Abs10,0.014,0.01,0.004
1.2.4.19,0.014,0.01,0.004
2.1.10.3,0.014,0.01,0.004
Abs5,0.014,0.01,0.004
Abs11,0.014,0.01,0.004
Abs8,0.014,0.01,0.004
3.1.2.3,0.02,0.024,0.004
3.1.1.8n67,0.012,0.008,0.004
1.3.6.8,0.02,0.024,0.004
2.2.3.10,0.008,0.012,0.004
1.4.5.9,0.038,0.034,0.003999999999999997
2.1.6.2n55,0.04,0.036000000000000004,0.003999999999999997
1.4.5.8,0.038,0.034,0.003999999999999997
2.1.6.3,0.04,0.036000000000000004,0.003999999999999997
1.2.3.11n9,0.052000000000000005,0.056,0.003999999999999997
1.4.2.8,0.10800000000000001,0.105,0.0030000000000000165
1.3.13.5n24,0.015,0.018000000000000002,0.0030000000000000027
2.2.2.12,0.039,0.042,0.0030000000000000027
2.2.8.4,0.042,0.039,0.0030000000000000027
1.3.15.6,0.024,0.027000000000000003,0.0030000000000000027
1.1.1.7,0.183,0.18,0.0030000000000000027
1.2.3.10,0.11,0.107,0.0030000000000000027
1.3.13.6,0.015,0.018000000000000002,0.0030000000000000027
2.1.9.5,0.022,0.025,0.0030000000000000027
2.2.3.5,0.036000000000000004,0.033,0.0030000000000000027
1.3.13.17,0.044,0.040999999999999995,0.0030000000000000027
3.2.2.16,0.009000000000000001,0.006,0.003000000000000001
3.3.4.14,0.01,0.006999999999999999,0.003000000000000001
1.2.4.17,0.014,0.017,0.003000000000000001
3.2.2.27,0.009000000000000001,0.006,0.003000000000000001
3.2.2.28,0.009000000000000001,0.006,0.003000000000000001
3.1.1.5,0.01,0.006999999999999999,0.003000000000000001
3.2.2.17,0.009000000000000001,0.006,0.003000000000000001
2.2.9.7,0.01,0.006999999999999999,0.003000000000000001
1.3.2.16,0.01,0.013000000000000001,0.003000000000000001
3.2.2.6,0.009000000000000001,0.006,0.003000000000000001
3.2.2.3,0.009000000000000001,0.006,0.003000000000000001
3.2.2.7,0.009000000000000001,0.006,0.003000000000000001
2.3.9.32,0.01,0.006999999999999999,0.003000000000000001
1.3.2.14,0.01,0.013000000000000001,0.003000000000000001
2.2.9.6,0.01,0.006999999999999999,0.003000000000000001
2.2.9.5,0.01,0.006999999999999999,0.003000000000000001
2.3.9.31,0.01,0.006999999999999999,0.003000000000000001
1.3.2.15,0.01,0.013000000000000001,0.003000000000000001
3.2.2.15,0.009000000000000001,0.006,0.003000000000000001
3.2.2.18,0.009000000000000001,0.006,0.003000000000000001
2.3.2.5,0.01,0.006999999999999999,0.003000000000000001
3.2.2.19,0.009000000000000001,0.006,0.003000000000000001
3.1.1.7,0.01,0.006999999999999999,0.003000000000000001
3.1.1.6,0.01,0.006999999999999999,0.003000000000000001
3.2.2.20,0.009000000000000001,0.006,0.003000000000000001
3.3.1.21,0.008,0.005,0.003
3.3.1.2,0.008,0.005,0.003
3.3.1.1,0.008,0.005,0.003
3.3.1.29,0.008,0.005,0.003
3.3.1.28,0.008,0.005,0.003
2.1.5.8,0.008,0.005,0.003
3.3.1.24,0.008,0.005,0.003
3.3.1.11,0.008,0.005,0.003
3.2.1.19,0.011,0.008,0.002999999999999999
1.4.4.10,0.013000000000000001,0.016,0.002999999999999999
1.4.4.13,0.013000000000000001,0.016,0.002999999999999999
3.2.1.18,0.011,0.008,0.002999999999999999
2.2.6.3,0.012,0.009000000000000001,0.002999999999999999
2.2.2.28n63,0.004,0.006999999999999999,0.002999999999999999
2.2.2.28,0.004,0.006999999999999999,0.002999999999999999
2.2.2.28n64,0.004,0.006999999999999999,0.002999999999999999
2.2.6.4,0.012,0.009000000000000001,0.002999999999999999
2.2.2.28n62,0.004,0.006999999999999999,0.002999999999999999
2.2.2.28n61,0.004,0.006999999999999999,0.002999999999999999
2.2.2.28n60,0.004,0.006999999999999999,0.002999999999999999
1.4.4.11n42,0.013000000000000001,0.016,0.002999999999999999
1.4.5.22,0.038,0.040999999999999995,0.0029999999999999957
1.3.14.21,0.057,0.06,0.0029999999999999957
1.4.1.7,0.045,0.042,0.0029999999999999957
1.4.5.22n47,0.038,0.040999999999999995,0.0029999999999999957
1.2.3.1,0.059,0.056,0.0029999999999999957
2.1.12.1,0.009000000000000001,0.006999999999999999,0.0020000000000000018
1.3.2.11,0.087,0.08499999999999999,0.0020000000000000018
2.1.12.6,0.009000000000000001,0.006999999999999999,0.0020000000000000018
2.1.12.7,0.009000000000000001,0.006999999999999999,0.0020000000000000018
2.1.12.8,0.009000000000000001,0.006999999999999999,0.0020000000000000018
2.1.12.9,0.009000000000000001,0.006999999999999999,0.0020000000000000018
2.1.8.4,0.009000000000000001,0.006999999999999999,0.0020000000000000018
2.1.8.5,0.009000000000000001,0.006999999999999999,0.0020000000000000018
2.1.10.9n57,0.031,0.028999999999999998,0.0020000000000000018
3.2.3.5,0.005,0.003,0.002
3.3.2.12,0.006,0.004,0.002
3.2.3.1,0.005,0.003,0.002
3.2.3.4,0.005,0.003,0.002
3.2.3.3,0.005,0.003,0.002
3.2.3.2,0.005,0.003,0.002
3.2.3.7,0.005,0.003,0.002
3.2.3.6,0.005,0.003,0.002
3.3.2.4,0.006,0.004,0.002
3.3.2.11,0.006,0.004,0.002
3.2.3.8,0.005,0.003,0.002
3.2.3.9,0.005,0.003,0.002
3.2.3.10,0.005,0.003,0.002
3.2.10.9n82,0.006,0.004,0.002
3.1.1.26,0.005,0.003,0.002
3.3.2.3,0.006,0.004,0.002
2.1.8.6,0.005,0.003,0.002
1.3.16.8,0.006,0.004,0.002
3.1.1.24,0.005,0.003,0.002
3.1.2.9,0.006,0.004,0.002
3.3.2.13,0.006,0.004,0.002
3.2.1.4,0.006,0.004,0.002
2.2.3.1,0.008,0.01,0.002
2.1.11.19,0.006,0.004,0.002
2.1.11.11,0.006,0.004,0.002
2.1.11.10,0.006,0.004,0.002
3.2.1.17,0.006,0.004,0.002
3.2.1.16,0.006,0.004,0.002
3.2.1.10,0.006,0.004,0.002
3.2.1.6,0.006,0.004,0.002
3.2.1.5,0.006,0.004,0.002
3.3.2.6n86,0.006,0.004,0.002
3.1.1.15n68,0.005,0.003,0.002
3.1.2.9n70,0.006,0.004,0.002
3.1.2.11,0.006,0.004,0.002
3.1.2.10,0.006,0.004,0.002
1.3.16.7,0.006,0.004,0.002
3.3.2.5n85,0.006,0.004,0.002
3.3.2.4n84,0.006,0.004,0.002
3.3.2.16,0.006,0.004,0.002
3.3.2.15,0.006,0.004,0.002
3.3.2.14,0.006,0.004,0.002
2.3.10.12,0.008,0.006,0.002
3.2.10.8n81,0.006,0.004,0.002
3.3.2.5,0.006,0.004,0.002
3.2.12.9,0.006,0.004,0.002
2.3.1.17,0.008,0.006,0.002
3.2.12.2,0.006,0.004,0.002
3.2.10.15,0.006,0.004,0.002
3.2.10.14,0.006,0.004,0.002
3.2.10.13,0.006,0.004,0.002
3.2.10.12,0.006,0.004,0.002
3.2.10.11,0.006,0.004,0.002
3.2.10.10,0.006,0.004,0.002
3.2.10.9,0.006,0.004,0.002
3.2.10.8,0.006,0.004,0.002
2.3.1.15,0.008,0.006,0.002
3.2.10.7,0.006,0.004,0.002
3.2.12.8,0.006,0.004,0.002
3.2.12.7,0.006,0.004,0.002
3.2.12.6,0.006,0.004,0.002
3.2.12.1,0.006,0.004,0.002
3.2.12.5,0.006,0.004,0.002
3.2.12.4,0.006,0.004,0.002
3.2.10.4,0.006,0.004,0.002
3.2.12.3,0.006,0.004,0.002
2.3.1.16,0.008,0.006,0.002
2.3.1.18,0.008,0.006,0.002
3.2.3.11n76,0.005,0.003,0.002
3.2.10.16,0.006,0.004,0.002
3.2.11.1,0.006,0.004,0.002
2.3.10.5,0.008,0.006,0.002
2.3.10.4,0.008,0.006,0.002
3.2.10.19,0.006,0.004,0.002
2.3.10.3,0.008,0.006,0.002
3.2.10.18,0.006,0.004,0.002
2.3.1.13,0.008,0.006,0.002
2.3.1.14,0.008,0.006,0.002
3.2.3.10n75,0.005,0.003,0.002
3.2.10.17,0.006,0.004,0.002
3.2.3.11,0.005,0.003,0.002
3.2.3.4n71,0.005,0.003,0.002
3.2.3.n71a,0.005,0.003,0.002
3.2.3.6n72,0.005,0.003,0.002
3.2.3.7n73,0.005,0.003,0.002
3.2.3.9n74,0.005,0.003,0.002
3.2.10.2,0.006,0.004,0.002
2.3.9.12,0.006999999999999999,0.005,0.001999999999999999
3.3.5.2,0.006999999999999999,0.005,0.001999999999999999
2.1.10.5,0.006999999999999999,0.005,0.001999999999999999
2.3.9.13,0.006999999999999999,0.005,0.001999999999999999
2.3.9.15,0.006999999999999999,0.005,0.001999999999999999
2.3.9.16,0.006999999999999999,0.005,0.001999999999999999
2.2.7.1,0.006999999999999999,0.005,0.001999999999999999
1.3.15.3,0.02,0.018000000000000002,0.0019999999999999983
1.3.15.4,0.02,0.018000000000000002,0.0019999999999999983
1.3.15.5,0.02,0.018000000000000002,0.0019999999999999983
1.2.3.14,0.017,0.019,0.0019999999999999983
1.3.15.2,0.02,0.018000000000000002,0.0019999999999999983
2.3.1.11,0.026000000000000002,0.028,0.0019999999999999983
1.2.3.7,0.017,0.019,0.0019999999999999983
1.3.15.1,0.02,0.018000000000000002,0.0019999999999999983
1.2.3.12,0.017,0.019,0.0019999999999999983
2.3.1.12,0.026000000000000002,0.028,0.0019999999999999983
1.3.15.1n33,0.02,0.018000000000000002,0.0019999999999999983
1.2.3.7n8,0.017,0.019,0.0019999999999999983
1.2.3.13,0.017,0.019,0.0019999999999999983
1.4.7.5n52,0.042,0.044,0.001999999999999995
1.3.13.14,0.027000000000000003,0.028999999999999998,0.001999999999999995
3.3.2.6,0.027000000000000003,0.028999999999999998,0.001999999999999995
3.3.2.7,0.027000000000000003,0.028999999999999998,0.001999999999999995
1.4.7.4n51,0.042,0.044,0.001999999999999995
1.3.15.7,0.015,0.016,0.0010000000000000009
1.2.3.17,0.017,0.018000000000000002,0.0010000000000000009
1.4.2.9,0.15,0.149,0.0010000000000000009
2.2.2.16,0.276,0.277,0.0010000000000000009
1.4.2.19,0.134,0.133,0.0010000000000000009
1.3.15.8,0.015,0.016,0.0010000000000000009
1.3.15.9,0.015,0.016,0.0010000000000000009
3.1.2.6,0.036000000000000004,0.035,0.0010000000000000009
1.4.2.36,0.103,0.102,0.0010000000000000009
1.2.3.16,0.017,0.018000000000000002,0.0010000000000000009
