Location,Score,Author,Title,Year
1.4.7,1.0,"Loeb, L. E.",Review: P. J. E. Kail: Projection and Realism in Hume's Philosophy,2009
2.3.10,0.669,"Loeb, L. E.",Review: P. J. E. Kail: Projection and Realism in Hume's Philosophy,2009
3.1.1,0.167,"Loeb, L. E.",Review: P. J. E. Kail: Projection and Realism in Hume's Philosophy,2009
3.2.2,0.668,"Loeb, L. E.",Review: P. J. E. Kail: Projection and Realism in Hume's Philosophy,2009
3.3.1,1.001,"Loeb, L. E.",Review: P. J. E. Kail: Projection and Realism in Hume's Philosophy,2009
1.1.1,1.0,"Mcintyre, Jane L.",Hume and the Problem of Personal Identity,2009
1.1.2,1.0,"Mcintyre, Jane L.",Hume and the Problem of Personal Identity,2009
1.1.3,0.542,"Mcintyre, Jane L.",Hume and the Problem of Personal Identity,2009
1.1.4,1.214,"Mcintyre, Jane L.",Hume and the Problem of Personal Identity,2009
1.1.5,2.381,"Mcintyre, Jane L.",Hume and the Problem of Personal Identity,2009
1.1.6,0.314,"Mcintyre, Jane L.",Hume and the Problem of Personal Identity,2009
1.1.7,1.567,"Mcintyre, Jane L.",Hume and the Problem of Personal Identity,2009
1.3.9,3.0,"Mcintyre, Jane L.",Hume and the Problem of Personal Identity,2009
1.3.10,1.0,"Mcintyre, Jane L.",Hume and the Problem of Personal Identity,2009
1.3.14,2.0,"Mcintyre, Jane L.",Hume and the Problem of Personal Identity,2009
1.4.2,8.901,"Mcintyre, Jane L.",Hume and the Problem of Personal Identity,2009
1.4.4,1.992,"Mcintyre, Jane L.",Hume and the Problem of Personal Identity,2009
1.4.5,24.126,"Mcintyre, Jane L.",Hume and the Problem of Personal Identity,2009
1.4.6,24.079,"Mcintyre, Jane L.",Hume and the Problem of Personal Identity,2009
1.4.7,0.999,"Mcintyre, Jane L.",Hume and the Problem of Personal Identity,2009
2.1.2,1.0,"Mcintyre, Jane L.",Hume and the Problem of Personal Identity,2009
2.1.5,3.001,"Mcintyre, Jane L.",Hume and the Problem of Personal Identity,2009
2.1.7,0.999,"Mcintyre, Jane L.",Hume and the Problem of Personal Identity,2009
2.1.9,1.0,"Mcintyre, Jane L.",Hume and the Problem of Personal Identity,2009
2.1.11,1.0,"Mcintyre, Jane L.",Hume and the Problem of Personal Identity,2009
2.2.2,1.0,"Mcintyre, Jane L.",Hume and the Problem of Personal Identity,2009
2.2.9,1.0,"Mcintyre, Jane L.",Hume and the Problem of Personal Identity,2009
2.3.2,2.0,"Mcintyre, Jane L.",Hume and the Problem of Personal Identity,2009
2.3.3,1.0,"Mcintyre, Jane L.",Hume and the Problem of Personal Identity,2009
2.3.6,1.0,"Mcintyre, Jane L.",Hume and the Problem of Personal Identity,2009
2.3.7,1.0,"Mcintyre, Jane L.",Hume and the Problem of Personal Identity,2009
3.1.2,1.0,"Mcintyre, Jane L.",Hume and the Problem of Personal Identity,2009
App.,7.998,"Mcintyre, Jane L.",Hume and the Problem of Personal Identity,2009
1.1.2,3.0,"Penelhum, Terence","Themes in Hume: The Self, the Will, Religion",2000
1.1.4,1.001,"Penelhum, Terence","Themes in Hume: The Self, the Will, Religion",2000
1.2.5,0.99,"Penelhum, Terence","Themes in Hume: The Self, the Will, Religion",2000
1.2.6,1.001,"Penelhum, Terence","Themes in Hume: The Self, the Will, Religion",2000
1.4.2,6.825,"Penelhum, Terence","Themes in Hume: The Self, the Will, Religion",2000
1.4.6,38.304,"Penelhum, Terence","Themes in Hume: The Self, the Will, Religion",2000
2.1.1,0.105,"Penelhum, Terence","Themes in Hume: The Self, the Will, Religion",2000
2.1.2,5.01,"Penelhum, Terence","Themes in Hume: The Self, the Will, Religion",2000
2.1.3,1.001,"Penelhum, Terence","Themes in Hume: The Self, the Will, Religion",2000
2.1.5,2.002,"Penelhum, Terence","Themes in Hume: The Self, the Will, Religion",2000
2.1.6,2.002,"Penelhum, Terence","Themes in Hume: The Self, the Will, Religion",2000
2.1.10,0.273,"Penelhum, Terence","Themes in Hume: The Self, the Will, Religion",2000
2.1.11,4.473,"Penelhum, Terence","Themes in Hume: The Self, the Will, Religion",2000
2.1.12,0.189,"Penelhum, Terence","Themes in Hume: The Self, the Will, Religion",2000
2.2.1,0.54,"Penelhum, Terence","Themes in Hume: The Self, the Will, Religion",2000
2.2.6,1.002,"Penelhum, Terence","Themes in Hume: The Self, the Will, Religion",2000
2.2.8,1.008,"Penelhum, Terence","Themes in Hume: The Self, the Will, Religion",2000
2.2.10,0.6,"Penelhum, Terence","Themes in Hume: The Self, the Will, Religion",2000
2.2.11,0.36,"Penelhum, Terence","Themes in Hume: The Self, the Will, Religion",2000
2.2.12,0.48,"Penelhum, Terence","Themes in Hume: The Self, the Will, Religion",2000
1.1.1,0.5,"Thiel, Udo",The Early Modern Subject: Self-Consciousness and Personal Identity From Descartes to Hume,2011
1.1.4,2.331,"Thiel, Udo",The Early Modern Subject: Self-Consciousness and Personal Identity From Descartes to Hume,2011
1.1.5,3.67,"Thiel, Udo",The Early Modern Subject: Self-Consciousness and Personal Identity From Descartes to Hume,2011
1.1.6,0.25,"Thiel, Udo",The Early Modern Subject: Self-Consciousness and Personal Identity From Descartes to Hume,2011
1.1.7,9.249,"Thiel, Udo",The Early Modern Subject: Self-Consciousness and Personal Identity From Descartes to Hume,2011
1.2.2,0.25,"Thiel, Udo",The Early Modern Subject: Self-Consciousness and Personal Identity From Descartes to Hume,2011
1.2.3,6.356,"Thiel, Udo",The Early Modern Subject: Self-Consciousness and Personal Identity From Descartes to Hume,2011
1.2.4,2.399,"Thiel, Udo",The Early Modern Subject: Self-Consciousness and Personal Identity From Descartes to Hume,2011
1.2.5,4.0,"Thiel, Udo",The Early Modern Subject: Self-Consciousness and Personal Identity From Descartes to Hume,2011
1.2.6,2.0,"Thiel, Udo",The Early Modern Subject: Self-Consciousness and Personal Identity From Descartes to Hume,2011
1.3.1,1.0,"Thiel, Udo",The Early Modern Subject: Self-Consciousness and Personal Identity From Descartes to Hume,2011
1.3.4,1.333,"Thiel, Udo",The Early Modern Subject: Self-Consciousness and Personal Identity From Descartes to Hume,2011
1.3.5,0.666,"Thiel, Udo",The Early Modern Subject: Self-Consciousness and Personal Identity From Descartes to Hume,2011
1.3.6,0.999,"Thiel, Udo",The Early Modern Subject: Self-Consciousness and Personal Identity From Descartes to Hume,2011
1.3.9,1.998,"Thiel, Udo",The Early Modern Subject: Self-Consciousness and Personal Identity From Descartes to Hume,2011
1.3.10,4.998,"Thiel, Udo",The Early Modern Subject: Self-Consciousness and Personal Identity From Descartes to Hume,2011
1.3.13,1.001,"Thiel, Udo",The Early Modern Subject: Self-Consciousness and Personal Identity From Descartes to Hume,2011
1.3.14,4.37,"Thiel, Udo",The Early Modern Subject: Self-Consciousness and Personal Identity From Descartes to Hume,2011
1.3.16,1.0,"Thiel, Udo",The Early Modern Subject: Self-Consciousness and Personal Identity From Descartes to Hume,2011
1.4.1,0.333,"Thiel, Udo",The Early Modern Subject: Self-Consciousness and Personal Identity From Descartes to Hume,2011
1.4.2,18.592,"Thiel, Udo",The Early Modern Subject: Self-Consciousness and Personal Identity From Descartes to Hume,2011
1.4.4,1.0,"Thiel, Udo",The Early Modern Subject: Self-Consciousness and Personal Identity From Descartes to Hume,2011
1.4.5,16.226,"Thiel, Udo",The Early Modern Subject: Self-Consciousness and Personal Identity From Descartes to Hume,2011
1.4.6,50.47,"Thiel, Udo",The Early Modern Subject: Self-Consciousness and Personal Identity From Descartes to Hume,2011
1.4.7,0.363,"Thiel, Udo",The Early Modern Subject: Self-Consciousness and Personal Identity From Descartes to Hume,2011
2.1.1,0.25,"Thiel, Udo",The Early Modern Subject: Self-Consciousness and Personal Identity From Descartes to Hume,2011
2.1.2,0.75,"Thiel, Udo",The Early Modern Subject: Self-Consciousness and Personal Identity From Descartes to Hume,2011
2.1.5,0.999,"Thiel, Udo",The Early Modern Subject: Self-Consciousness and Personal Identity From Descartes to Hume,2011
2.1.8,0.666,"Thiel, Udo",The Early Modern Subject: Self-Consciousness and Personal Identity From Descartes to Hume,2011
2.1.9,1.332,"Thiel, Udo",The Early Modern Subject: Self-Consciousness and Personal Identity From Descartes to Hume,2011
2.1.11,3.998,"Thiel, Udo",The Early Modern Subject: Self-Consciousness and Personal Identity From Descartes to Hume,2011
2.1.12,1.0,"Thiel, Udo",The Early Modern Subject: Self-Consciousness and Personal Identity From Descartes to Hume,2011
2.2.1,1.0,"Thiel, Udo",The Early Modern Subject: Self-Consciousness and Personal Identity From Descartes to Hume,2011
2.2.9,4.499,"Thiel, Udo",The Early Modern Subject: Self-Consciousness and Personal Identity From Descartes to Hume,2011
2.2.10,4.497,"Thiel, Udo",The Early Modern Subject: Self-Consciousness and Personal Identity From Descartes to Hume,2011
2.2.11,2.998,"Thiel, Udo",The Early Modern Subject: Self-Consciousness and Personal Identity From Descartes to Hume,2011
2.2.12,2.0,"Thiel, Udo",The Early Modern Subject: Self-Consciousness and Personal Identity From Descartes to Hume,2011
2.3.1,7.997,"Thiel, Udo",The Early Modern Subject: Self-Consciousness and Personal Identity From Descartes to Hume,2011
2.3.2,5.998,"Thiel, Udo",The Early Modern Subject: Self-Consciousness and Personal Identity From Descartes to Hume,2011
2.3.3,5.663,"Thiel, Udo",The Early Modern Subject: Self-Consciousness and Personal Identity From Descartes to Hume,2011
2.3.4,3.933,"Thiel, Udo",The Early Modern Subject: Self-Consciousness and Personal Identity From Descartes to Hume,2011
2.3.5,1.899,"Thiel, Udo",The Early Modern Subject: Self-Consciousness and Personal Identity From Descartes to Hume,2011
2.3.6,3.168,"Thiel, Udo",The Early Modern Subject: Self-Consciousness and Personal Identity From Descartes to Hume,2011
2.3.7,3.333,"Thiel, Udo",The Early Modern Subject: Self-Consciousness and Personal Identity From Descartes to Hume,2011
3.1.1,0.333,"Thiel, Udo",The Early Modern Subject: Self-Consciousness and Personal Identity From Descartes to Hume,2011
3.1.2,2.667,"Thiel, Udo",The Early Modern Subject: Self-Consciousness and Personal Identity From Descartes to Hume,2011
3.3.1,1.0,"Thiel, Udo",The Early Modern Subject: Self-Consciousness and Personal Identity From Descartes to Hume,2011
App.,13.63,"Thiel, Udo",The Early Modern Subject: Self-Consciousness and Personal Identity From Descartes to Hume,2011
1.2.6,1.0,"Penelhum, Terence",The Self of Book 1 and the Selves of Book 2,1992
1.4.2,0.999,"Penelhum, Terence",The Self of Book 1 and the Selves of Book 2,1992
1.4.6,5.013,"Penelhum, Terence",The Self of Book 1 and the Selves of Book 2,1992
2.1.1,0.25,"Penelhum, Terence",The Self of Book 1 and the Selves of Book 2,1992
2.1.2,2.748,"Penelhum, Terence",The Self of Book 1 and the Selves of Book 2,1992
2.1.5,1.001,"Penelhum, Terence",The Self of Book 1 and the Selves of Book 2,1992
2.1.6,1.0,"Penelhum, Terence",The Self of Book 1 and the Selves of Book 2,1992
2.1.11,1.008,"Penelhum, Terence",The Self of Book 1 and the Selves of Book 2,1992
2.2.5,0.999,"Penelhum, Terence",The Self of Book 1 and the Selves of Book 2,1992
3.2.1,0.999,"Penelhum, Terence",The Self of Book 1 and the Selves of Book 2,1992
1.1.1,1.0,"Kail, P. J. E.",Projection and Realism in Hume's Philosophy,2007
1.1.3,0.5,"Kail, P. J. E.",Projection and Realism in Hume's Philosophy,2007
1.1.4,5.165,"Kail, P. J. E.",Projection and Realism in Hume's Philosophy,2007
1.1.5,0.333,"Kail, P. J. E.",Projection and Realism in Hume's Philosophy,2007
1.1.7,6.001,"Kail, P. J. E.",Projection and Realism in Hume's Philosophy,2007
1.3.2,1.0,"Kail, P. J. E.",Projection and Realism in Hume's Philosophy,2007
1.3.11,4.332,"Kail, P. J. E.",Projection and Realism in Hume's Philosophy,2007
1.3.12,12.66,"Kail, P. J. E.",Projection and Realism in Hume's Philosophy,2007
1.3.13,1.999,"Kail, P. J. E.",Projection and Realism in Hume's Philosophy,2007
1.3.14,5.5,"Kail, P. J. E.",Projection and Realism in Hume's Philosophy,2007
1.4.2,5.998,"Kail, P. J. E.",Projection and Realism in Hume's Philosophy,2007
1.4.5,6.664,"Kail, P. J. E.",Projection and Realism in Hume's Philosophy,2007
1.4.6,35.999,"Kail, P. J. E.",Projection and Realism in Hume's Philosophy,2007
1.4.7,0.333,"Kail, P. J. E.",Projection and Realism in Hume's Philosophy,2007
2.2.1,0.27,"Kail, P. J. E.",Projection and Realism in Hume's Philosophy,2007
2.2.6,2.0,"Kail, P. J. E.",Projection and Realism in Hume's Philosophy,2007
2.2.10,0.3,"Kail, P. J. E.",Projection and Realism in Hume's Philosophy,2007
2.2.11,0.18,"Kail, P. J. E.",Projection and Realism in Hume's Philosophy,2007
2.2.12,0.24,"Kail, P. J. E.",Projection and Realism in Hume's Philosophy,2007
App.,30.501,"Kail, P. J. E.",Projection and Realism in Hume's Philosophy,2007
Abs,2.0,"Kail, P. J. E.",Projection and Realism in Hume's Philosophy,2007
1.4.2,2.0,"Ware, Owen; Ainslie, Donald C.",Consciousness and Personal Identity,2014
1.4.6,17.994,"Ware, Owen; Ainslie, Donald C.",Consciousness and Personal Identity,2014
2.1.2,1.002,"Ware, Owen; Ainslie, Donald C.",Consciousness and Personal Identity,2014
2.1.4,1.0,"Ware, Owen; Ainslie, Donald C.",Consciousness and Personal Identity,2014
2.1.5,3.4,"Ware, Owen; Ainslie, Donald C.",Consciousness and Personal Identity,2014
2.1.6,6.398,"Ware, Owen; Ainslie, Donald C.",Consciousness and Personal Identity,2014
2.1.7,1.39,"Ware, Owen; Ainslie, Donald C.",Consciousness and Personal Identity,2014
2.1.8,2.227,"Ware, Owen; Ainslie, Donald C.",Consciousness and Personal Identity,2014
2.1.9,0.25,"Ware, Owen; Ainslie, Donald C.",Consciousness and Personal Identity,2014
2.1.10,0.629,"Ware, Owen; Ainslie, Donald C.",Consciousness and Personal Identity,2014
2.1.11,3.694,"Ware, Owen; Ainslie, Donald C.",Consciousness and Personal Identity,2014
App.,2.0,"Ware, Owen; Ainslie, Donald C.",Consciousness and Personal Identity,2014
1.3.1,1.002,"Rocknak, Stefanie",Imagined Causes: Hume\textquoterights Conception of Objects,2012
1.3.2,20.023,"Rocknak, Stefanie",Imagined Causes: Hume\textquoterights Conception of Objects,2012
1.3.8,0.75,"Rocknak, Stefanie",Imagined Causes: Hume\textquoterights Conception of Objects,2012
1.3.9,3.25,"Rocknak, Stefanie",Imagined Causes: Hume\textquoterights Conception of Objects,2012
1.3.12,3.997,"Rocknak, Stefanie",Imagined Causes: Hume\textquoterights Conception of Objects,2012
1.3.14,1.624,"Rocknak, Stefanie",Imagined Causes: Hume\textquoterights Conception of Objects,2012
1.4.1,1.001,"Rocknak, Stefanie",Imagined Causes: Hume\textquoterights Conception of Objects,2012
1.4.2,89.217,"Rocknak, Stefanie",Imagined Causes: Hume\textquoterights Conception of Objects,2012
1.4.5,5.165,"Rocknak, Stefanie",Imagined Causes: Hume\textquoterights Conception of Objects,2012
1.4.6,208.136,"Rocknak, Stefanie",Imagined Causes: Hume\textquoterights Conception of Objects,2012
1.4.7,1.998,"Rocknak, Stefanie",Imagined Causes: Hume\textquoterights Conception of Objects,2012
2.2.4,1.998,"Rocknak, Stefanie",Imagined Causes: Hume\textquoterights Conception of Objects,2012
3.2.10,3.998,"Rocknak, Stefanie",Imagined Causes: Hume\textquoterights Conception of Objects,2012
3.3.1,2.0,"Rocknak, Stefanie",Imagined Causes: Hume\textquoterights Conception of Objects,2012
App.,23.371,"Rocknak, Stefanie",Imagined Causes: Hume\textquoterights Conception of Objects,2012
1.1.6,0.25,"Loeb, Louis E.","Causation, Extrinsic Relations, and Hume's Second Thoughts About Personal Identity",1992
1.1.7,0.75,"Loeb, Louis E.","Causation, Extrinsic Relations, and Hume's Second Thoughts About Personal Identity",1992
1.2.3,2.006,"Loeb, Louis E.","Causation, Extrinsic Relations, and Hume's Second Thoughts About Personal Identity",1992
1.2.4,0.5,"Loeb, Louis E.","Causation, Extrinsic Relations, and Hume's Second Thoughts About Personal Identity",1992
1.2.5,2.49,"Loeb, Louis E.","Causation, Extrinsic Relations, and Hume's Second Thoughts About Personal Identity",1992
1.3.2,1.0,"Loeb, Louis E.","Causation, Extrinsic Relations, and Hume's Second Thoughts About Personal Identity",1992
1.3.3,1.001,"Loeb, Louis E.","Causation, Extrinsic Relations, and Hume's Second Thoughts About Personal Identity",1992
1.3.8,0.092,"Loeb, Louis E.","Causation, Extrinsic Relations, and Hume's Second Thoughts About Personal Identity",1992
1.3.10,1.059,"Loeb, Louis E.","Causation, Extrinsic Relations, and Hume's Second Thoughts About Personal Identity",1992
1.3.13,0.333,"Loeb, Louis E.","Causation, Extrinsic Relations, and Hume's Second Thoughts About Personal Identity",1992
1.3.14,18.522,"Loeb, Louis E.","Causation, Extrinsic Relations, and Hume's Second Thoughts About Personal Identity",1992
1.3.16,0.999,"Loeb, Louis E.","Causation, Extrinsic Relations, and Hume's Second Thoughts About Personal Identity",1992
1.4.2,2.973,"Loeb, Louis E.","Causation, Extrinsic Relations, and Hume's Second Thoughts About Personal Identity",1992
1.4.5,1.88,"Loeb, Louis E.","Causation, Extrinsic Relations, and Hume's Second Thoughts About Personal Identity",1992
1.4.6,18.151,"Loeb, Louis E.","Causation, Extrinsic Relations, and Hume's Second Thoughts About Personal Identity",1992
1.4.7,0.592,"Loeb, Louis E.","Causation, Extrinsic Relations, and Hume's Second Thoughts About Personal Identity",1992
3.2.11,0.999,"Loeb, Louis E.","Causation, Extrinsic Relations, and Hume's Second Thoughts About Personal Identity",1992
App.,4.487,"Loeb, Louis E.","Causation, Extrinsic Relations, and Hume's Second Thoughts About Personal Identity",1992
1.1.1,0.999,"Henderson, Robert S.",David Hume on Personal Identity and the Indirect Passions,1990
1.1.5,1.67,"Henderson, Robert S.",David Hume on Personal Identity and the Indirect Passions,1990
1.1.6,0.334,"Henderson, Robert S.",David Hume on Personal Identity and the Indirect Passions,1990
1.1.7,1.0,"Henderson, Robert S.",David Hume on Personal Identity and the Indirect Passions,1990
1.4.1,0.333,"Henderson, Robert S.",David Hume on Personal Identity and the Indirect Passions,1990
1.4.2,0.666,"Henderson, Robert S.",David Hume on Personal Identity and the Indirect Passions,1990
1.4.5,0.333,"Henderson, Robert S.",David Hume on Personal Identity and the Indirect Passions,1990
1.4.6,5.661,"Henderson, Robert S.",David Hume on Personal Identity and the Indirect Passions,1990
2.1.1,3.123,"Henderson, Robert S.",David Hume on Personal Identity and the Indirect Passions,1990
2.1.2,6.874,"Henderson, Robert S.",David Hume on Personal Identity and the Indirect Passions,1990
2.1.3,3.0,"Henderson, Robert S.",David Hume on Personal Identity and the Indirect Passions,1990
2.1.6,2.999,"Henderson, Robert S.",David Hume on Personal Identity and the Indirect Passions,1990
2.1.8,1.332,"Henderson, Robert S.",David Hume on Personal Identity and the Indirect Passions,1990
2.1.9,0.666,"Henderson, Robert S.",David Hume on Personal Identity and the Indirect Passions,1990
2.1.11,1.001,"Henderson, Robert S.",David Hume on Personal Identity and the Indirect Passions,1990
2.2.1,1.0,"Henderson, Robert S.",David Hume on Personal Identity and the Indirect Passions,1990
2.2.5,0.999,"Henderson, Robert S.",David Hume on Personal Identity and the Indirect Passions,1990
2.3.3,1.0,"Henderson, Robert S.",David Hume on Personal Identity and the Indirect Passions,1990
3.1.2,0.999,"Henderson, Robert S.",David Hume on Personal Identity and the Indirect Passions,1990
App.,1.0,"Henderson, Robert S.",David Hume on Personal Identity and the Indirect Passions,1990
0,1.999,"Greco, Lorenzo",The Self as Narrative in Hume,2015
1.2.4,1.0,"Greco, Lorenzo",The Self as Narrative in Hume,2015
1.3.13,0.333,"Greco, Lorenzo",The Self as Narrative in Hume,2015
1.3.14,2.665,"Greco, Lorenzo",The Self as Narrative in Hume,2015
1.4.2,5.999,"Greco, Lorenzo",The Self as Narrative in Hume,2015
1.4.5,5.673,"Greco, Lorenzo",The Self as Narrative in Hume,2015
1.4.6,49.378,"Greco, Lorenzo",The Self as Narrative in Hume,2015
1.4.7,1.999,"Greco, Lorenzo",The Self as Narrative in Hume,2015
2.1.1,1.25,"Greco, Lorenzo",The Self as Narrative in Hume,2015
2.1.2,11.752,"Greco, Lorenzo",The Self as Narrative in Hume,2015
2.1.3,2.0,"Greco, Lorenzo",The Self as Narrative in Hume,2015
2.1.5,3.0,"Greco, Lorenzo",The Self as Narrative in Hume,2015
2.1.7,0.333,"Greco, Lorenzo",The Self as Narrative in Hume,2015
2.1.8,2.332,"Greco, Lorenzo",The Self as Narrative in Hume,2015
2.1.9,1.333,"Greco, Lorenzo",The Self as Narrative in Hume,2015
2.1.11,5.008,"Greco, Lorenzo",The Self as Narrative in Hume,2015
2.2.1,2.0,"Greco, Lorenzo",The Self as Narrative in Hume,2015
2.2.2,5.998,"Greco, Lorenzo",The Self as Narrative in Hume,2015
2.2.4,1.999,"Greco, Lorenzo",The Self as Narrative in Hume,2015
2.2.5,1.999,"Greco, Lorenzo",The Self as Narrative in Hume,2015
2.3.6,1.336,"Greco, Lorenzo",The Self as Narrative in Hume,2015
2.3.7,2.668,"Greco, Lorenzo",The Self as Narrative in Hume,2015
3.3.1,8.0,"Greco, Lorenzo",The Self as Narrative in Hume,2015
3.3.2,3.01,"Greco, Lorenzo",The Self as Narrative in Hume,2015
3.3.4,1.005,"Greco, Lorenzo",The Self as Narrative in Hume,2015
App.,6.0,"Greco, Lorenzo",The Self as Narrative in Hume,2015
Abs,1.001,"Greco, Lorenzo",The Self as Narrative in Hume,2015
1.1.6,0.25,"Garrett, Don",Book Review. Space and the Self in Hume's Treatise Marina Frasca\&hyphen;spada,2001
1.1.7,1.75,"Garrett, Don",Book Review. Space and the Self in Hume's Treatise Marina Frasca\&hyphen;spada,2001
1.2.1,1.999,"Garrett, Don",Book Review. Space and the Self in Hume's Treatise Marina Frasca\&hyphen;spada,2001
1.2.2,3.0,"Garrett, Don",Book Review. Space and the Self in Hume's Treatise Marina Frasca\&hyphen;spada,2001
1.2.3,0.999,"Garrett, Don",Book Review. Space and the Self in Hume's Treatise Marina Frasca\&hyphen;spada,2001
1.2.4,1.0,"Garrett, Don",Book Review. Space and the Self in Hume's Treatise Marina Frasca\&hyphen;spada,2001
1.3.2,2.001,"Garrett, Don",Book Review. Space and the Self in Hume's Treatise Marina Frasca\&hyphen;spada,2001
1.3.12,0.999,"Garrett, Don",Book Review. Space and the Self in Hume's Treatise Marina Frasca\&hyphen;spada,2001
1.3.13,1.002,"Garrett, Don",Book Review. Space and the Self in Hume's Treatise Marina Frasca\&hyphen;spada,2001
1.4.2,1.0,"Garrett, Don",Book Review. Space and the Self in Hume's Treatise Marina Frasca\&hyphen;spada,2001
1.4.5,0.999,"Garrett, Don",Book Review. Space and the Self in Hume's Treatise Marina Frasca\&hyphen;spada,2001
1.4.6,0.999,"Garrett, Don",Book Review. Space and the Self in Hume's Treatise Marina Frasca\&hyphen;spada,2001
1.3.1,0.333,"Ira, Singer","Themes in Hume: The Self, the Will, Religion",2003
1.3.2,1.666,"Ira, Singer","Themes in Hume: The Self, the Will, Religion",2003
1.3.15,0.25,"Ira, Singer","Themes in Hume: The Self, the Will, Religion",2003
1.3.16,0.75,"Ira, Singer","Themes in Hume: The Self, the Will, Religion",2003
1.4.2,0.999,"Ira, Singer","Themes in Hume: The Self, the Will, Religion",2003
2.1.3,0.75,"Ira, Singer","Themes in Hume: The Self, the Will, Religion",2003
2.1.4,0.25,"Ira, Singer","Themes in Hume: The Self, the Will, Religion",2003
1.4.5,0.666,"Schwerin, Alan",Hume on the Self,2012
1.4.6,17.319,"Schwerin, Alan",Hume on the Self,2012
1.1.5,1.002,"Ashley, Lawrence; Stack, Michael",Hume's Theory of the Self and its Identity,1974
1.4.4,0.999,"Ashley, Lawrence; Stack, Michael",Hume's Theory of the Self and its Identity,1974
1.4.6,11.996,"Ashley, Lawrence; Stack, Michael",Hume's Theory of the Self and its Identity,1974
2.1.11,1.999,"Ashley, Lawrence; Stack, Michael",Hume's Theory of the Self and its Identity,1974
1.1.1,0.999,"Humber, James M.",Hume\textquoterights Invisible Self,1995
1.1.3,0.083,"Humber, James M.",Hume\textquoterights Invisible Self,1995
1.1.4,0.531,"Humber, James M.",Hume\textquoterights Invisible Self,1995
1.1.5,0.364,"Humber, James M.",Hume\textquoterights Invisible Self,1995
1.1.6,0.028,"Humber, James M.",Hume\textquoterights Invisible Self,1995
1.3.3,0.249,"Humber, James M.",Hume\textquoterights Invisible Self,1995
1.3.4,0.861,"Humber, James M.",Hume\textquoterights Invisible Self,1995
1.3.5,0.888,"Humber, James M.",Hume\textquoterights Invisible Self,1995
1.3.6,3.997,"Humber, James M.",Hume\textquoterights Invisible Self,1995
1.3.14,2.0,"Humber, James M.",Hume\textquoterights Invisible Self,1995
1.4.2,2.001,"Humber, James M.",Hume\textquoterights Invisible Self,1995
1.4.3,1.0,"Humber, James M.",Hume\textquoterights Invisible Self,1995
1.4.5,1.999,"Humber, James M.",Hume\textquoterights Invisible Self,1995
1.4.6,8.406,"Humber, James M.",Hume\textquoterights Invisible Self,1995
1.4.7,0.333,"Humber, James M.",Hume\textquoterights Invisible Self,1995
App.,12.247,"Humber, James M.",Hume\textquoterights Invisible Self,1995
1.1.1,10.836,"Cottrell, Jonathan","Minds, Composition, and Hume's Skepticism in the Appendix",2015
1.1.2,0.417,"Cottrell, Jonathan","Minds, Composition, and Hume's Skepticism in the Appendix",2015
1.1.3,2.5,"Cottrell, Jonathan","Minds, Composition, and Hume's Skepticism in the Appendix",2015
1.1.4,14.254,"Cottrell, Jonathan","Minds, Composition, and Hume's Skepticism in the Appendix",2015
1.1.5,0.64,"Cottrell, Jonathan","Minds, Composition, and Hume's Skepticism in the Appendix",2015
1.1.6,2.236,"Cottrell, Jonathan","Minds, Composition, and Hume's Skepticism in the Appendix",2015
1.1.7,6.123,"Cottrell, Jonathan","Minds, Composition, and Hume's Skepticism in the Appendix",2015
1.2.1,3.169,"Cottrell, Jonathan","Minds, Composition, and Hume's Skepticism in the Appendix",2015
1.2.2,4.0,"Cottrell, Jonathan","Minds, Composition, and Hume's Skepticism in the Appendix",2015
1.2.3,4.5,"Cottrell, Jonathan","Minds, Composition, and Hume's Skepticism in the Appendix",2015
1.2.4,1.0,"Cottrell, Jonathan","Minds, Composition, and Hume's Skepticism in the Appendix",2015
1.2.5,2.0,"Cottrell, Jonathan","Minds, Composition, and Hume's Skepticism in the Appendix",2015
1.2.6,3.834,"Cottrell, Jonathan","Minds, Composition, and Hume's Skepticism in the Appendix",2015
1.3.2,6.003,"Cottrell, Jonathan","Minds, Composition, and Hume's Skepticism in the Appendix",2015
1.3.6,7.33,"Cottrell, Jonathan","Minds, Composition, and Hume's Skepticism in the Appendix",2015
1.3.7,0.666,"Cottrell, Jonathan","Minds, Composition, and Hume's Skepticism in the Appendix",2015
1.3.14,24.554,"Cottrell, Jonathan","Minds, Composition, and Hume's Skepticism in the Appendix",2015
1.4.2,40.664,"Cottrell, Jonathan","Minds, Composition, and Hume's Skepticism in the Appendix",2015
1.4.3,2.834,"Cottrell, Jonathan","Minds, Composition, and Hume's Skepticism in the Appendix",2015
1.4.5,6.836,"Cottrell, Jonathan","Minds, Composition, and Hume's Skepticism in the Appendix",2015
1.4.6,30.5,"Cottrell, Jonathan","Minds, Composition, and Hume's Skepticism in the Appendix",2015
1.4.7,0.56,"Cottrell, Jonathan","Minds, Composition, and Hume's Skepticism in the Appendix",2015
2.1.1,0.25,"Cottrell, Jonathan","Minds, Composition, and Hume's Skepticism in the Appendix",2015
2.1.2,2.75,"Cottrell, Jonathan","Minds, Composition, and Hume's Skepticism in the Appendix",2015
2.1.4,1.999,"Cottrell, Jonathan","Minds, Composition, and Hume's Skepticism in the Appendix",2015
